Words,Reading,Meaning,Type,S1,T1,S2,T2,S3,T3,W1,W2,W3
有る,ある,"to be, have (used for inanimate objects)",intrans.,彼は金と暇がある。,He has money and time.,彼には天賦の才能がある。,He has a natural gift.,富士山に二度登ったことがある。,I have twice climbed Mt.,,,
在る,ある,"to live, to be",intrans.,学校は東京の郊外にある。,The school is located in the suburbs of Tokyo.,この世にある限り君を忘れない。,I will remember you as long as I live in this world.,川の向こうに牧場があった。,Across the river was a ranch.,,,
居る,いる,"to be, have (used for people and animals)",intrans.,この湖には魚がたくさんいる。,There are a lot of fish in this lake.,たまたまそこにいました。,I happened to be there.,彼がいなくてはこの計画は実行できない。,"Without him, this plan cannot be carried out.",,,
要る,いる,to need,intrans.,ほかに何か要りますか。,Do you need anything else?,その仕事には機敏に行動する人が要る。,We need someone agile for that job.,その旅行にどれだけ金が要るのか。,How much money do you need for that trip?,,,
煎る,いる,"to roast, parch, fry, toast",trans.,中国では直接釜で煎る方法をとる。,"In China, roasting is done directly in the kettle.",固い殻を剥いて中の種子を煎る。,Peel the hard shell and roast the seeds inside.,,,,,
炒る,いる,"to roast, to parch, to toast, to boil down​",trans.,豆はまだよく炒れていない。,Beans are not yet well roasted.,納豆に塩と糠をまぶして鉄鍋で炒る。,Sprinkle natto with salt and rice bran and fry in an iron pan.,,,,,
入る,いる,"to get in, to go in, to come in, to flow into, to set, to set in ",intrans.,長野県を流れてきた信濃川はここで海に入る。,"The Shinano River, which flows through Nagano Prefecture, enters the sea here.",無用の者入るべからず。,No admittance except on business.,,,,,
売る,うる,to sell,trans.,何を売っているのですか。,What are you selling?,これはいくらで売りますか。,How much do you want to sell this for?,卵は１ダース単位で売っている。,Eggs are sold by the dozen.,,,
得る,うる,"to get, to gain, to win, to acquire, to. obtain, to earn",trans.,失うところ多く得るところが少ない。,We have much to lose and little to gain.,交渉を続けてもこれ以上得るところはなかろう。,There will be no further gains to be made by continuing negotiations.,少しも得るところがない。,There is not the slightest bit of gain.,,,
得る,える,"to get, to gain, to win, to acquire, to. obtain, to earn",trans.,彼は新しい仕事を得るために東京へ行った。,He went to Tokyo to get a new job.,そのショッピングカートを得ることができますか。,Can I get that shopping cart?,彼はやっと両親の許可を得た。,He finally got permission from his parents.,,,
折る,おる,to break or to fold,trans.,彼は足を折ったとき痛みで叫んでいた。,He was screaming in pain when he broke his leg.,紙を二つに折る。,Fold the paper in two.,折ろうとしても指が弱くなりすぎていた。,The fingers were too weak to try to fold.,,,
居る,おる,"to be (animate), to be, to exist ",intrans.,おかげで元気にしております。,"Thanks to you, I am doing well.",またお会いできるのを楽しみにしております。,We look forward to seeing you again.,この町にどれくらいおられるのですか。,How long have you been in this town?,,,
織る,おる,to weave,trans.,私の祖母ははたを織るのが好きだ。,My grandmother likes to weave things.,この布はウールで織ってある,This cloth is woven of wool.,彼女はずっとナプキンを織り続けた。,She kept weaving napkins all the way.,,,
刈る,かる,"to cut (hair), to mow (grass), to harvest",trans.,この芝は刈らなければならない。,This lawn must be mowed.,彼女は髪を短く刈ってもらった。,She had her hair cut short.,彼らの仕事は羊の毛を刈ることだ。,Their job is to shear sheep.,,,
切る,きる,to cut,trans.,そのケーキはナイフで切ってはいけない。,Do not cut that cake with a knife.,カッターマシンがサーモンを切っていた。,The cutter machine was cutting salmon.,クリームを使い切ってしまった。,I ran out of cream.,,,
着る,きる,"to wear, to put on",trans.,彼は上着を着ている。,He is wearing a jacket.,ねまきを着たまま外へ出てはいけません。,Do not go outside while wearing a nightgown.,そのドレスが合うかどうか着てごらん。,Try on that dress to see if it fits.,,,
来る,くる,to come,intrans.,ここはいつか来たことがある。,I have been here before.,博物館には毎日見学者が大勢来る。,Many visitors come to the museum every day.,夏が例年より早く来た。,Summer came earlier than usual.,,,
蹴る,ける,"to kick, to refuse",trans.,彼はわざと私を蹴った。,He kicked me on purpose.,彼は吠える犬を激しく蹴った。,He kicked the barking dog hard.,経営者側は組合の要求をけった。,The management rejected the union's demands.,,,
去る,さる,"to leave, to go away, to pass, to elapse",intrans.,彼らは一時間前に町を去った。,They left town an hour ago.,彼はその国を去ったらしい。,"He left that country, apparently.",夏が去って秋が来た。,Summer has gone and autumn has arrived.,,,
知る,しる,"to know, to be aware of, to cognise, to notice, to comprehend",trans.,どこで会があるか知ってますか。,Do you know where the meeting is?,そのことは今朝まで知らなかった。,I did not know about that until this morning.,僕はそれがごまかしだと知っていた。,I knew that it was a trick.,,,
為る,する,to do,suru,父は食料品店をしている。,My dad runs a grocery store.,するならしてみろ。,Do it if you have to.,熱は水を蒸気にする。,Heat turns water into steam.,,,
為す,なす,"to build up, to establish, to form, to do, to perform, to attempt, to print",trans.,何をなすべきかについて私の意見は彼の意見と異なる。,My opinion on what should be done differs from his.,よい席をとるためになすべきすべては早く出かけることだ。,All you have to do to get a good seat is to leave early.,多くの仕事がコンピューターによってなされている。,Much work is done by computer.,,,
剃る,する,to shave,trans.,彼はひげをきれいにそっていた,He was clean shaven.,彼は口ひげをそり落とした。,He shaved off his mustache.,毎朝ひげ剃ってるんだ。,I shave every morning.,,,
散る,ちる,"to fall, to scatter (e.g.blossoms), to be dispersed, spread",intrans.,桜の花が散ってしまった。,Cherry blossoms have fallen.,見物人もやがて散って行った。,The spectators soon dispersed.,雲が散って太陽が顔を出した。,The clouds dissipated and the sun appeared.,,,
釣る,つる,"to fish, to lure, to temp",trans.,川で魚が釣れましたか。,Did you catch any fish in the river?,金に釣られて真相をしゃべった。,"Tempted by the money, he let out the secret.",思っていたほど魚は釣れなかった。,I didn't catch as many fish as I thought I would.,,,
吊る,つる,"to hang, to suspend",trans.,部屋の天井には電灯が吊られていない。,There are no electric lights hanging from the ceiling of the room.,ハンモックを木の間に吊る。,Hang the hammock between the trees.,腰に剣を吊っていた。,He had a sword hanging from his waist.,,,
照る,てる,to shine,intrans.,太陽がさんさんと照っている。,The sun is shining brightly.,降っても照っても明日は出掛ける。,"I'm going out tomorrow, come rain or shine",雨が上がって日が照ってきた。,The rain has stopped and the sun is shining.,,,
出る,でる,"to leave, to exit, to go out, to come out, to get out",intrans.,いま自宅を出るところです。,I'm just leaving home now.,その列車は東京駅から出ている。,That train leaves from Tokyo Station.,この道をまっすぐ行くと海岸に出る。,"Straight down this road, you'll reach the beach.",,,
取る,とる,"to take something, to pick up, to pass, to remove",trans.,お手に取ってご覧ください。,Please pick up a copy and take a look!,紙を取ってくださいますか。,"Could you pass me that paper, please?",スカートの汚れを取る。,Remove stains from skirts.,,,
撮る,とる,to take a photo or record a film ,trans.,写真を撮ってもらった。,I had my picture taken.,胃のレントゲン写真を撮った。,I had my stomach x-rayed.,写真を撮ってもいいですか？,Is it ok if I take pictures?,,,
採る,とる,"to adopt (measure, proposal), to pick (fruit)",trans.,この方法を採ろう。,Let's adopt this method.,それに対して柔軟な姿勢を採った。,We adopted a flexible attitude toward it.,どちらかといえば彼の意見を採る。,"If anything, I'll take his opinion.",,,
捕る,とる,"to take, to catch (fish), to capture ",trans.,あなたが捕った魚の写真見たわよ。,I saw the pictures of the fish you caught.,小さな魚やカニなどを手で捕ることもできるそうです。,They can also catch small fish and crabs by hand.,私よりもたくさん魚を捕ってたよ。,He caught more fish than I did.,,,
