Words,Meaning,Sentences,Translation,Level
生活,life,新しい街での生 活はどうですか。,How’s life in the new city?,1
国,country,違う国から来た人と友達になった。,I became friends with people who came from different countries.,1
あげる,raise-lift,質問がある人は、手をあげてください。,"If you have any questions, please raise your hand.",1
あんた,you,あんたは最 近どうしてるの。,How have you been lately?,1
あなた,you,あなたの今日の予定は何ですか。,What is your plan for today?,1
現在,current-now,現 在の気温は二十六度です。,The current temperature is 26 degrees.,1
高い,high-tall-expensive,日本ではバターの値段が高いね,Butter is expensive in Japan.,1
なんて,how-what,なんて親 切な人だろう。,How kind he is!,1
悪い,bad,悪いのは僕だ。,It was my bad.,1
気持ち,feeling,彼 女の気持ちを傷つけたくない。,I don’t want to hurt her feelings.,1
乗る,ride-get on-take,ジェットコースターは一 番後ろに乗るのが好きだ。,I like riding at the back of rollercoasters.,1
において,at-in-on,音楽において、彼の才能は特別だ。,He is exceptionally talented in music.,1
見える,can see-be seen,ビルの高 層 階から見える眺めは最 高だ。,The view I can see from the high floors of the building is amazing.,1
変わる,change-transform,水は温度によって質が変わる。,Water’s state changes with its temperature.,1
べし,must-should,お寺では靴は脱ぐべしと注意書きがある,"At the temple, there is a notice saying that we should remove our shoes.",1
あるいは,or-perhaps,ランチ、あるいはお茶をしましょう,Let’s get together for lunch or tea.,1
大変,serious-terrible-difficult,大変な問題がおきた。,A serious problem occurred.,1
による,due to-based on,性別による差別は禁止されている,Discrimination based on gender is prohibited.,1
会社,company-firm,会社の電話番号が新しくなった。,The company got a new phone number.,1
ほとんど,most-almost-nearly,ほとんどの人は電車で仕事に行く。,Most people take a train to go to work.,1
実際,actually-in fact,実際、魚料理は好きではない。,"In fact, I don't like fish dishes.",1
先生,teacher,空手の先生から礼儀を教わった。,I learned manners from my karate teacher.,1
彼女,she-girlfriend,今週末は彼 女とデートする。,I have a date with my girlfriend this weekend.,1
二人,two people-a couple,このゴンドラは二人乗りだ。,This gondola is for two people.,1
心,mind-heart,心から感謝する。,I thank you from the bottom of my heart.,1
らしい,seem-look,この道の先で事故があったらしい。,It seems there has been an accident down the road.,1
金,money,金のなる木が欲しい。,I wish I had a money tree.,1
顔,face,このタオルで顔を拭いてください。,Please wipe your face with this towel.,1
いただく,receive,昔の先生から贈り物をいただく。,I sometimes receive gifts from my old teacher.,1
ずっと,all the time-for a long time,ずっと秘密にしていることがある。,I have a secret that I have been keeping for a long time.,1
さらに,moreover-further,さらに最新の治療法が研究されている。,New treatments are being researched further.,1
町,town-city,この町には小 学校が二つある。,There are two elementary schools in this town.,1
街,town-city,この街は若者に人気のスポットが多い。,This town has a lot of spots appealing to young people.,1
及び,as well as-and,お年寄り及び子供連れの家族は、先に入場してください。,Elderly people as well as families with small children are invited to enter first.,1
沢山,"many-much, a lot",今年のハロウィーンは沢山の人で道が賑わった。,The streets were crowded with many people for Halloween this year.,1
いい,good-fine,この香水はいい香りがする。,This perfume has a good fragrance.,1
大体,approximately-about,予想値は大体合っていた。,The estimate was about accurate.,1
もちろん,of course-needless to say,もちろん喜んで参加します。,"Of course, I will be happy to participate.",1
読む,read,まず教科書を読む。,I read my textbook first.,1
人たち,people,パーティでおもしろい人たちに会った。,I met interesting people at the party.,1
今日,today,今日から新学期が始まる。,The new semester starts today.,1
昔,in the past-long ago,昔、人々は川で洗濯をしていた。,"Long ago, people used to wash clothes in the river.",1
うん,yeah,「うん」ではなくて、「はい」と返事をしなさい。,"When you reply, say ""yes' instead of ""yeah"".",1
すべて,everything-all,時間通りにすべての仕事を終わらせた。,I finished all the work on time.,1
教える,teach-tell,今年から新しい学校で教えることになった。,I am going to teach at a new school from this year.,1
子,child-children,公園の砂場で小さい子が遊んでいる。,Small children are playing in the sandpit in the playground.,1
ておく,having it done in advance,この仕事は先にしておくように。,You should get this job done first.,1
に対して,towards-regarding,フォーラムで環境問題に対して意見を述べる。,I will be presenting my opinion regarding environmental issues at the forum.,1
ばかり,only-nothing but,息子がゲームばかりしている。,My son does nothing but play video games.,1
なぜ,why-how come,四歳の子供は、いつも「なぜ」と言う。,"Four-year-olds are always asking ""why"".",1
水,water,運動の前には沢山水を飲んだ方がいい。,You should drink a lot of water before exercising.,1
当時,thenat that time,当時はこのあたりは野原だった。,"Back then, this area was all green fields.",1
場所,place-spot,間違えて違う場所に行ってしまった。,I made a mistake and went to a wrong place.,1
