Words,Meaning,Sentences,Translation
会社,company-firm,会社の電話番号が新しくなった。,The company got a new phone number.
ほとんど,most-almost-nearly,ほとんどの人は電車で仕事に行く。,Most people take a train to go to work.
実際,actually-in fact,実際、魚料理は好きではない。,"In fact, I don't like fish dishes."
先生,teacher,空手の先 生から礼儀を教わった。,I learned manners from my karate teacher.
彼女,she-girlfriend,今週末は彼 女とデートする。,I have a date with my girlfriend this weekend.
二人,two people-a couple,このゴンドラは二人乗りだ。,This gondola is for two people.
心,mind-heart,心から感謝する。,I thank you from the bottom of my heart.
らしい,seem-look,この道の先で事故があったらしい。,It seems there has been an accident down the road.
金,money,金のなる木が欲しい。,I wish I had a money tree.
顔,face,このタオルで顔を拭いてください。,Please wipe your face with this towel.
いただく,receive,昔の先 生から贈り物をいただく。,I sometimes receive gifts from my old teacher.
ずっと,all the time-for a long time,ずっと秘密にしていることがある。,I have a secret that I have been keeping for a long time.
さらに,moreover-further,さらに最新の治療法が研究されている。,New treatments are being researched further.
町,town-city,この町には小 学校が二つある。,There are two elementary schools in this town.
街,town-city,この街は若者に人気のスポットが多い。,This town has a lot of spots appealing to young people.
及び,as well as-and,お年寄り及び子供連れの家族は、先に入場してください。,Elderly people as well as families with small children are invited to enter first.
沢山,"many-much, a lot",今年のハロウィーンは沢山の人で道が賑わった。,The streets were crowded with many people for Halloween this year.
いい,good-fine,この香水はいい香りがする。,This perfume has a good fragrance.
大体,approximately-about,予想値は大体合っていた。,The estimate was about accurate.
もちろん,of course-needless to say,もちろん喜んで参加します。,"Of course, I will be happy to participate."
読む,read,まず教 科書を読む。,I read my textbook first.
人たち,people,パーティでおもしろい人たちに会った。,I met interesting people at the party.
今日,today,今日から新学期が始まる。,The new semester starts today.
昔,in the past-long ago,昔、人々は川で洗濯をしていた。,"Long ago, people used to wash clothes in the river."
うん,yeah,「うん」ではなくて、「はい」と返事をしなさい。,"When you reply, say ""yes' instead of ""yeah""."
すべて,everything-all,時間通りにすべての仕事を終わらせた。,I finished all the work on time.
教える,teach-tell,今年から新しい学 校で教えることになった。,I am going to teach at a new school from this year.
子,child-children,公園の砂場で小さい子が遊んでいる。,Small children are playing in the sandpit in the playground.
ておく,having it done in advance,この仕事は先にしておくように。,You should get this job done first.
に対して,towards-regarding,フォーラムで環境問題に対して意見を述べる。,I will be presenting my opinion regarding environmental issues at the forum.
ばかり,only-nothing but,息子がゲームばかりしている。,My son does nothing but play video games.
なぜ,why-how come,四歳の子供は、いつも「なぜ」と言う。,"Four-year-olds are always asking ""why""."
水,water,運動の前には沢山水を飲んだ方がいい。,You should drink a lot of water before exercising.
当時,thenat that time,当時はこのあたりは野原だった。,"Back then, this area was all green fields."
場所,place-spot,間違えて違う場所に行ってしまった。,I made a mistake and went to a wrong place.
置く,put-place-leave behind,手荷物を席の上の棚に置く。,Put your carry-on bags on the shelf above you.
楽しい,pleasant-happy-enjoyable,楽しい話が聞けて嬉しい,I am glad that I got to hear pleasant news.
にとって,for,子供にとって、母親の愛情が大切だ。,A mother's love is important for children.
声,voice,声の大きい人がいる。,There is someone with a loud voice.
普通,ordinary-normal,普通の人生も悪くない。,Having an ordinary life isn't too bad.
残る,remain-be left,十から三を引くと、七が残る。,Ten minus three leaves seven.
最後,last-end,今日の最後の電車に乗り遅れたら大変だ。,I will be in trouble if I miss the last train of the day.
