W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,T6
離職,leaving a job,主査,Chief Inspector,裁判所,Court,愚痴,complaining,バグダッド,Baghdad,たい,Form
マネー,money,さて,Well,根幹,Root,くわしい,detailed,配管,Plumbing,長老,Elders
奏でる,play,管内,in jurisdiction,付与,Grant,よほど,very,コミュニケーション,Communication,苦難,Suffering
前期,First semester,グッズ,goodies,兄貴,Brother,禅,Zen,輪郭,Contour,究明,research
文科,Literature,つた,ivy,実戦,Actual game,パスワード,Password,ネット,Net,遅れ,delay
めった,Meh,ブランド,Brand,取り付け,Installation,音量,volume,リットル,lit.,両手,both hands
柔らか,Soft,これら,these,慈善,charity,論説,editorial,果てる,end,切り捨てる,Abandonment
マーカー,Marker,それでいて,And yet,売り込む,selling,買い上げ,Purchase,受け継ぐ,inherit,人々,people
公民館,Community center,借入金,Borrowings,師,master,加算,Add,コイン,coin,返信,Reply
搭乗,Boarding,日立,Hitachi,陶芸,Ceramics,ただす,justify,シンボル,symbol,売り上げ,sales
セクシー,Sexy,ビジネス,Business,アフガニスタン,Afghanistan,アップデート,update,止める,stop,アンテナ,Antenna
洞窟,Cave,神殿,Temple,日差し,Sunlight,骨董,Antiques,均等,Equal,明治維新,Meiji Restoration
処女,Virginity,鍵盤,Keyboards,ホームステイ,Homestay,柿,Persimmon,狂気,Madness,市街,City
ありのまま,As It Is,実在,real,帰国,Return home,隠れ,hide,週末,Weekend,封建,Feudalism
私的,Private,名付ける,name,ロス,Los Angeles,こもる,seclusion,経団連,Keidanren,汚れる,Defile
旅立つ,Traveling,宣告,Proclamation,ケース,Case,マリー,Marie,滅亡,extinction,道理,reason
欧州,Europe,議席,seat,ロゴ,Logo,伏せる,hide,季,season,値する,value
蔵書,Library,別館,Annex,編入,Transfer,凝らす,look intently,組み,team,乱れる,be disordered
波紋,Ripples,雑草,Weeds,見直し,Review,観音,contemplate,入国,immigration,シフト,shift
新婦,bride,トマト,Tomato,台湾,Taiwan,ツアー,Tour,大学院生,Graduate student,課する,impose
範疇,category,胴,body,レッテル,Label,返金,Refund,罪悪,crime,村長,Village head
フォード,Ford,回生,regeneration,一員,one member,識別,Identify,入れ,Enter,同社,company
自治体,Local government,便乗,flight,自民党,Liberal Democratic Party,安,cheap,理性,reason,推し進める,push forward
思い起こす,remind,市役所,city hall,初演,first performance,海軍,Navy,重厚,grave,振る舞い,Behave
唱える,chant,独学,self-study,っぽい,like,青木,Aoki,揺さぶる,Shake,講座,Course
ラック,rack,中東,Middle East,肝臓,liver,年金,Pension,ランナー,runner,手作り,handmade
特質,Traits,県警,Prefectural Police,未成年,Minor,反感,Antipathy,経理,Accounting,豪雨,heavy rain
負け犬,Loser,囲碁,Go,材質,Material,手書き,Handwriting,略称,Abbreviation,富む,wealth
洋画,Western painting,同市,The city,入札,Bid,余韻,aftertaste,時事,current affairs,皇后,Empress
ゲリラ,Guerrilla,見習う,Apprentice,フランク,Frank,大根,Radish,車椅子,Wheelchair,失点,Loss of points
月間,Monthly,機体,aircraft,悪人,bad man,ミュージシャン,Musician,プログラム,Program,声援,Cheering
自体,Self,駐在,stationed,税別,Taxes,仲良く,Getting along,ダウ,Dow,就寝,going to bed
射撃,Shooting,ダム,Dam,ドリンク,Drink,カリキュラム,Curriculum,一覧,List,萎縮,atrophy
ソフト,Software,ハイテク,high-tech,拳,Fist,近畿,Kinki,アテネ,Athens,ビーズ,bead
それ,It,東南アジア,Southeast Asia,マザー,Mother,夜中,Nighttime,団長,commander,吐き出す,spit out
挑発,Provocation,真夏,Midsummer,既成,existing,東京,Tokyo,抑止,Deterrence,地中海,Mediterranean Sea
乗っ取る,Take over,シアトル,Seattle,コンピュータ,Computer,ファースト,First,話し方,How to talk,元来,Originally
怯える,frighten,シーン,Scene,下方,lower,入植,Settlement,大前提,Major premise,南方,Southern
ジーンズ,Jeans,感銘,Inspiration,危惧,fear,孔,hole,自治省,Ministry of Home Affairs,ドラマ,Drama
直行,Go straight,ペーパー,Paper,行き来,coming and going,知れる,know,浪費,Waste,不利益,Disadvantage
セックス,Sex,狐,fox,アドバイス,advice,憶測,speculation,ターミナル,Terminal,無意識,Unconsciousness
社員,Employee,得,gain,病む,Sick,システム,System,類型,Typology,団員,group members
静寂,Silence,諸々,various,シューズ,Shoes,飲酒,Drinking,トス,Toss,西部,Western
くじ,lottery,生理,physiology,天地,Heaven and Earth,多数,many,胎児,Fetus,ステーキ,Steak
自民,Liberals,アンティーク,Antique,首位,top,必需,necessity,釈放,release,書記,Secretary
全滅,annihilation,必修,required,上乗せ,on top,退社,leaving work,久し振り,long time no see,選出,Election
深み,Depth,当分,for the time being,唖然,Stunned,生体,organism,居心地,coziness,語彙,Vocabulary
路面,Road surface,告訴,Complaint,がらみ,distraction,衰える,Decline,没頭,immersion,軍人,military personnel
ヘッドホン,Headphones,中島,Nakajima,動力,power,歪む,distort,コスト,cost,控訴,Appeals
歩む,Walk,破棄,Destruction,手足,limbs,動脈,Arteries,近世,Early modern,買物,shopping
誠意,Sincerity,織る,Weave,安値,low price,ウエア,Ware,カウンター,Counter,川端,riverside
母子,Mother and child,郵貯,Postal Savings,歌舞伎,kabuki,見失う,Lose sight of,甘味,Sweetness,工程,Process
資材,Materials,最長,Longest,標高,elevation,税務,Tax,ラップ,Wrap,サーフィン,Surfing
無知,Ignorance,パラダイス,Paradise,存分,full,窮屈,cramped,堕落,Corruption,八月,August
バイト,Byte,業界,Industry,グループ,Group,個室,Private room,壁画,Mural,散乱,Scattering
上方,Upward,リビング,Living,新装,new look,エラー,Error,開場,Opening,決戦,Decisive battle
署,office,先入観,Preconceptions,由来,Origin,競売,auction,トランプ,Trump,人当たり,per person
手のひら,palm,公言,Public Statement,空襲,air raid,仕事場,Workplace,白人,Caucasian,切り口,cut
気取る,sense,憲章,Charter,頂戴,give me,精子,Sperm,実体,Entity,専属,exclusive
アドバイザー,advisor,乏しい,lack of,アイスクリーム,Ice cream,スタンド,Stand,蝶,Butterfly,ホーム,home
ヨルダン,Jordan,洗礼,Baptism,値下げ,price reduction,生き延びる,Survive,持ち帰る,Bring Back,何かしら,something
フッ,Huff,キリスト教,Christianity,学識,learning,ギャラ,Gala,善悪,Good and Evil,ジャーナリスト,journalist
スタジオ,Studio,ラウンジ,Lounge,司教,Bishop,尺度,Measure,報復,Retribution,尋常,usual
連なる,link,集約,Aggregation,場内,on the grounds,よい,good,軽,light,レンタル,Rental
呪文,spell,加盟,affiliation,模倣,Imitation,走り回る,Running around,専業,Profession,未熟,immature
減税,tax reduction,独創,Originality,平,Plain,シンプル,Simple,気楽,carefree,原発,nuclear power plant
買い換える,buy a new one,水銀,Mercury,手話,Sign language,陳列,display,駆け引き,bargaining,白黒,black and white
成し遂げる,accomplish,国務,State Affairs,マニア,Mania,平穏,peaceful,催眠,hypnosis,華,flower
読み込む,read,サミット,Summit,デザイナー,Designer,参院,council,飛び立つ,flying away,暴露,exposure
セールス,sales,下請け,Subcontracting,川口,Kawaguchi,砂浜,sandy beach,借家,renting a house,大蔵省,Ministry of Finance
内装,Interior,国外,outside the country,受理,Acceptance,タレント,Talent,通商,trade,国税,National Tax
富豪,wealthy,創る,Create,映し出す,Projection,やれやれ,Oh dear,些細,trivial,ビラ,leaflet
なる,Become,実業,business,オーケストラ,Orchestra,修道院,Monastery,フルーツ,Fruit,皆様,everyone
巻き,roll,解任,dismissal,コック,Cock,コントラスト,Contrast,ラッキー,Lucky,率いる,rate
一目,At a glance,続編,sequel,ゲーム,Game,沸騰,Boiling,プラスチック,plastic,タイミング,timing
絶叫,scream,ネパール,Nepal,履行,Performance,目先,eyes,争議,Dispute,講ずる,take
クール,cool,スリム,Slim,政令,Decree,動画,Video,征服,Conquest,算出,Calculation
海底,Undersea,有線,Wired,連勝,consecutive victories,広東,Guangdong,トースト,Toast,単身,Single
外務,Foreign Affairs,羽目,Feather,卿,Sir,インフレ,Inflation,ライト,Light,大まか,Roughly
王国,Kingdom,人員,Manpower,補修,repair,使いこなす,how to use,マイナー,Minor,将軍,General
生態,Ecology,無条件,unconditional,適宜,appropriate,ピックアップ,Pick up,全額,Full amount,苦戦,Struggle
京都,Kyoto,名声,Fame,退く,retreat,撲滅,eradicate,悪役,Villain,美少女,Beautiful girl
推理,reasoning,こく,black,仕掛ける,set up,書き上げる,write up,早朝,Early morning,文化庁,Agency for Cultural Affairs
返答,Reply,消去,Erase,禁じる,forbid,かつて,Once,原材料,Raw Materials,仕立てる,Tailoring
民主党,Democrats,談合,discussion,鯨,whale,専務,Executive Director,祈願,Prayers,爆撃,bombing
オーラ,Aura,ラウンド,round,受注,orders,スライス,Slice,地蔵,Jizo,俊,Shun
アクセル,Axel,ハーフ,half,南国,South China,果樹,fruit tree,ロサンゼルス,Los Angeles,それにしても,Nevertheless
明言,clear statement,旨,purpose,レポート,Report,混む,crowded,来客,Visitors,本日,Today
外人,foreigner,全長,Full length,フルート,Flute,リクルート,Recruit,不合理,unreasonable,瞬時,Instant
思い,thoughts,トラブル,trouble,増設,expansion,非公開,Private,不意,Unreasonable,ドキュメンタリー,documentary
代行,substitute,ドライブ,Drive,雀,Sparrow,社内,In-house,最低限,Minimum,手放す,Letting go
部族,tribe,海辺,seaside,乱す,Disorder,歳入,Revenue,演算,Operation,ワープロ,word processing
量産,mass production,各人,each person,少量,small amount,クレジット,Credit,スタート,Start,出典,Source
背筋,Back muscles,花びら,Petal,バブル,bubble,威嚇,Intimidation,市長,Mayor,テクニカル,Technical
銭湯,Public bath,処刑,Execution,気持,feeling,広がり,Spreading,慮る,consider,省エネ,Energy saving
一掃,cleanup,洞察,Insight,搾取,Exploitation,マジック,Magic,書き換える,rewrite,テンポ,Tempo
京,Kyoto,覇権,Hegemony,自伝,Autobiography,いずれ,Eventually,西日本,West Japan,鍛える,train
つぎ込む,infuse,排他,Exclusion,杖,cane,隣国,neighboring countries,レベル,Level,ミッション,Mission
大賞,Grand Prize,祖国,Homeland,何やら,something,下流,Downstream,スコットランド,Scotland,賞与,Bonus
葉っぱ,leaf,潜入,Infiltration,見かけ,appearance,注意深い,Careful,疾走,running fast,アニメ,Animation
スリップ,Slip,北海道,Hokkaido,ハイブリッド,hybrid,プロダクト,Product,ベルト,Belt,挙動,Behavior
スルー,through,明瞭,clarity,働きかける,work with,一夜,Overnight,拠点,Base,ガイドブック,Guidebook
発進,Launch,艦隊,Fleet,身柄,body,水質,Water quality,学長,Dean,戦線,Battle lines
繁盛,Thrive,後世,posterity,スタイル,style,民生,Civilian,やり方,How to do,スイング,Swing
支社,branch office,パチンコ,Slingshot,突入,rush,対称,Symmetrical,日数,Number of days,出社,Going to work
目前,Right in front,滞る,stagnate,待たす,wait,悪質,malignancy,無謀,Reckless,ナポレオン,Napoleon
ナイト,Night,差し引く,deduct,本家,main family,ビザ,Visa,ブーツ,Boots,出国,leaving the country
上回る,surpass,休,rest,在日,in Japan,セメント,Cement,検診,medical checkup,懐,pocket
軽蔑,disdain,任,appointment,外野,outside,ディスプレイ,Display,官邸,Prime Minister's Office,告白,Confession
ベンチ,Bench,増税,tax increase,書き込む,write,商工,Commerce and Industry,旺盛,vigorous,アマチュア,amateur
麻痺,Paralysis,賛否,approval or disapproval,宅配,delivery,操業,Operation,積,accumulation,紙面,paper
チョコ,Choco,納付,Payment,開演,opening of a show,初対面,First meeting,恵み,blessings,手抜き,cutting corners
弱る,weaken,レール,Rail,重度,severe,道中,on the way,トップ,top,筋力,muscle strength
離島,leaving island,参拝,visit to a shrine,芋,potato,液,Liquid,揺らぐ,wavering,シェア,Share
婚姻,Marriage,相手方,Opponent,中部,Central,混入,mixing,収録,Recording,ついで,in addition
原動力,Driving force,強固,strong,クルー,Crew,山積み,Pile,獲物,prey,視線,gaze
オルガン,organ,開き直る,Open,暴落,Crash,皇族,Imperial Family,愛好,Affection,年配,Elderly
発熱,heat generation,閉ざす,Close,主観,Subjective,外傷,Trauma,反米,Anti-American,アンケート,Survey
前面,Front,カルシウム,Calcium,猟,Hunting,サービス,Services,宗派,sect,鳴き声,sound
アルゴリズム,Algorithm,前置き,Preface,俺,Me,総務,General Affairs,聖堂,Holy Temple,建造,Construction
学説,theory,大蔵,Ministry of Finance,梨,pear,見合い,Arrangements,積み重ねる,Accumulate,壊滅,destruction
ギア,Gears,民放,civil liberties,ノウハウ,Know-how,ベール,Veil,トータル,Total,派生,derivation
私生活,Private life,認知,Acknowledgement,県民,prefectural people,教え子,Pupil,断片,Fragments,本土,mainland
吹き込む,blow into,越し,over,備わる,be equipped with,集い,Gathering,庭園,Garden,難解,difficult to understand
計上,Posting,レート,rate,近道,Shortcut,サイズ,Size,かも,Duck,表象,Representation
急落,plunge,テール,Tail,遠隔,remote,パイプ,Pipe,実地,actual place,タオル,towel
マスコミ,mass media,伯爵,Count,断食,Fasting,マナー,Manners,早々,early,前日,previous day
特派,special report,放浪,Wandering,キャップ,Cap,特許庁,Patent Office,終り,end,同月,same month
開花,flowering,それら,them,自力,self-help,かけ離れる,Distance,ソビエト,Soviet,データベース,database
手がかり,clue,創設,Founding,凝らす,elaborate,太平洋戦争,Pacific War,集結,gathering,ティーン,Teen
燃費,fuel consumption,励ます,encourage,クリック,click,モーツァルト,Mozart,刺繍,embroidery,営み,life
塚,mound,気取る,notice,結合,bond,かぼちゃ,Pumpkin,戦車,Tanks,オーロラ,Aurora
