W1,R1,T1,W2,R2,T2,W3,R3,T3,W4,R4,T4
花束,はなたば,bunch of flowers,目的,もくてき,"object, purpose",幅,はば,"width, breadth",桃,もも,"peach, peach tree"
都内,とない,in the metropolitan area of Tokyo,産業,さんぎょう,industry,緊張,きんちょう,"tension, strain",梅雨,つゆ,rainy season
不平等,ふびょうどう,"unequal, unfair",平和,へいわ,"peace, harmony",しばしば,しばしば,"often, frequently",梅,うめ,plum blossom
早退,そうたい,early departure,教科書,きょうかしょ,"textbook, schoolbook",出張,しゅっちょう,business trip,梅干,うめぼし,pickled plum
雇用,こよう,employment,禁煙,きんえん,"no smoking, giving up smoking",命じる,めいじる,"order, give orders",梅雨明け,つゆあけ,end of the rainy season
次第に,しだいに,"gradually, by degrees",酔っ払い,よっぱらい,"drunkard, boozer",張り切る,はりきる,"go all out, make efforts",梅雨入り,つゆいり,start of the rainy season
悪質,あくしつ,"bad, malignant",プラスチック,プラスチック,plastic,欲張り,よくばり,"greed, greedy",虹,にじ,rainbow
当局,とうきょく,the authorities concerned,注目,ちゅうもく,"attention, notice",衝突,しょうとつ,"collision, conflict",紅茶,こうちゃ,black tea
無関係,むかんけい,"irrelevant, unrelated",注文,ちゅうもん,"order, request",失業,しつぎょう,"unemployment, loss of job",紅葉,こうよう,"autumn leaves, crimson foliage"
参考書,さんこうしょ,reference book,個人,こじん,individual,煙突,えんとつ,"chimney, smokestack",口紅,くちべに,"lipstick, rouge"
惨め,みじめ,"miserable, pitiable",分かれる,わかれる,"be divided, disperse, branch off",言い出す,いいだす,begin to speak,紫,むらさき,purple
クラブ,クラブ,club,確認,かくにん,confirmation,煙,けむり,"smoke, fumes",紺,こん,"dark blue, navy blue"
いい加減,いいかげん,"irresponsible, half-baked",機能,きのう,"function, feature",突然,とつぜん,"abruptly, suddenly",絞る,しぼる,"wring out, squeeze"
人数,にんずう,number of people,材料,ざいりょう,"material, factor",突く,つく,"thrust, poke",縫う,ぬう,"sew, stitch"
レクリエーション,レクリエーション,"recreation, games",動かす,うごかす,"move, operate",停止,ていし,"stop, suspension",縛る,しばる,"bind, restrict"
前年,ぜんねん,the year before,基づく,もとづく,be based on,触れる,ふれる,"touch, come in contact with",縄,なわ,"rope, cord"
見比べる,みくらべる,"look from one to another, compare",基本,きほん,"basis, foundation",ぶつける,ぶつける,bump,網,あみ,"net, netting"
受け取り,うけとり,receipt,デート,デート,date,避ける,さける,"avoid, evade",綱,つな,"rope, line"
当たり,あたり,"hit, success",ジェット機,ジェットき,jet airplane,訓練,くんれん,"training, drill",改善,かいぜん,"improvement, amelioration"
抽象的,ちゅうしょうてき,abstract,設計,せっけい,"design, plan",基地,きち,"base, military base",親善,しんぜん,"goodwill, friendly relations"
ハードウェア,ハードウェア,hardware,下る,くだる,"go down, go down or away from a central place",軍隊,ぐんたい,"army, troops",哲学,てつがく,philosophy
無意識,むいしき,"unconsciously, without thinking",船便,ふなびん,"surface mail, shipping service",武器,ぶき,"weapon, arms",昭和,しょうわ,Showa era
消火器,しょうかき,fire extinguisher,完成,かんせい,"completion, finish",兵隊,へいたい,"soldier, troops",召し上がる,めしあがる,"eat, drink"
変換,へんかん,"change, conversion",全体,ぜんたい,"whole, total",弾,たま,"bullet, shot",班,はん,"squad, group"
タイヤ,タイヤ,tire,成功,せいこう,success,試し,ためし,"trial, test",風呂屋,ふろや,"bathhouse, public bath"
水害,すいがい,flood damage,一定,いってい,"constant, standard",シャッター,シャッター,shutter,風呂,ふろ,bath
有害,ゆうがい,"harmful, hazardous",今後,こんご,"after this, in the future",専攻,せんこう,"major, specialization",風呂場,ふろば,bathroom
飲料水,いんりょうすい,drinking water,願う,ねがう,"wish, ask a favor, apply for",攻める,せめる,"attack, take the offensive",天皇,てんのう,emperor
体温計,たいおんけい,thermometer,直接,ちょくせつ,directly,人文科学,じんぶんかがく,humanities,玉ねぎ,たまねぎ,onion
有り難い,ありがたい,"welcome, grateful",カード,カード,"card, credit card",物理,ぶつり,"physics, natural law",玉,たま,"bead, ball"
支援,しえん,"support, backing",よろしく,よろしく,"properly, one's regards",爆発,ばくはつ,"explosion, eruption",お年玉,おとしだま,New Year's gift
派出所,はしゅつじょ,"branch office, police box",正確,せいかく,"accurate, precise",暴れる,あばれる,"act violently, rage about",風邪,かぜ,cold (illness)
国外,こくがい,"abroad, outside the country",正直,しょうじき,"honest, upright",乱暴,らんぼう,violence,邪魔,じゃま,disturbing
逃げ道,にげみち,escape route,異なる,ことなる,differ,絶対,ぜったい,absolutely,風邪薬,かぜぐすり,remedy for a cold
戦前,せんぜん,prewar period,強調,きょうちょう,"emphasis, stress",絶えず,たえず,"constantly, always",邪魔,じゃま,"hindrance, obstruction"
敗れる,やぶれる,"be defeated, be beaten",調査,ちょうさ,"investigation, inquiry",笑い,わらい,laughter,無邪気,むじゃき,"innocence, simplicity"
高速道路,こうそくどうろ,"freeway, highway",提案,ていあん,"proposition, proposal",防止,ぼうし,"prevention, determent",郊外,こうがい,"suburbs, outskirts"
戦後,せんご,postwar period,記者,きしゃ,"journalist, reporter",嫌う,きらう,dislike,近郊,きんこう,"suburbs, outskirts"
総数,そうすう,total,記録,きろく,"record, documentation",嫌がる,いやがる,"dislike, hate",報酬,ほうしゅう,"remuneration, reward"
ツル,ツル,"crane, stork",関する,かんする,"concern, relate to",機嫌,きげん,"mood, health",酢,す,vinegar
注意深い,ちゅういぶかい,"careful, discreet",関連,かんれん,"connection, relation",好き嫌い,すききらい,"likes and dislikes, taste",粗筋,あらすじ,"outline, plot"
落ち着く,おちつく,"calm down, settle in",状況,じょうきょう,"state of affairs, conditions",徹夜,てつや,staying up all night,お祖父さん,おじいさん,grandfather
スピード,スピード,speed,状態,じょうたい,"state, appearance",生物,せいぶつ,"living creature, lifeform",お祖母さん,おばあさん,grandmother
がくんと,がくんと,sharply,政府,せいふ,"government, administration",抵抗,ていこう,"resistance, opposition",祖父,そふ,grandfather
段落,だんらく,end of paragraph,党,とう,political party,破る,やぶる,defeat,祖母,そぼ,grandmother
三流,さんりゅう,third-rate,選手,せんしゅ,representative athlete,ドレス,ドレス,dress,先祖,せんぞ,"forefather, ancestor"
小川,おがわ,"brook, stream",候補,こうほ,"candidacy, candidate",敵,てき,"enemy, foe",祖先,そせん,"ancestor, forefather"
中流,ちゅうりゅう,"mid-stream, middle reaches",首相,しゅしょう,prime minister,威張る,いばる,"put on airs, be arrogant",襟,えり,"collar, lapel"
二流,にりゅう,second-rate,首都,しゅと,capital,勢い,いきおい,"vigor, momentum",裸,はだか,"naked body, bareness"
流行,はやり,"fashion, trend",マフラー,マフラー,"scarf, muffler",方々,かたがた,people,祈る,いのる,"pray, wish for"
洗い物,あらいもの,dishes to be washed,当たる,あたる,"hit, strike",映す,うつす,"reflect, project",祈り,いのり,prayer
じゃぶじゃぶ,じゃぶじゃぶ,vigorously,真っ赤,まっか,deep red,書道,しょどう,Japanese calligraphy,親戚,しんせき,a relative
洗面器,せんめんき,"washbowl, sink",タオル,タオル,towel,現す,あらわす,"show, reveal",双子,ふたご,twins
気楽,きらく,"easygoing, comfortable",革,かわ,leather,常に,つねに,"always, at all times",又,また,"again, also, or"
全速力,ぜんそくりょく,"full speed, full steam",録音,ろくおん,sound recording,恐れる,おそれる,"fear, apprehend",中央,ちゅうおう,center
上がる,あがる,"eat, drink",組織,そしき,"organization, constitution, tissue",巨大,きょだい,"huge, gigantic",大丈夫,だいじょうぶ,"alright, OK"
北風,きたかぜ,north wind,進む,すすむ,"advance, move forward",系統,けいとう,"system, lineage",丈夫,じょうぶ,"healthy, stout"
冷え込む,ひえこむ,get colder,進学,しんがく,entering a school of higher grade,体系,たいけい,"system, organization",頑丈,がんじょう,"solid, strong"
かちかち,かちかち,"hard, solid",大学院,だいがくいん,graduate school,子孫,しそん,"descendant, offspring",彫る,ほる,"engrave, carve"
内臓,ないぞう,internal organs,拡大,かくだい,"magnification, enlargement",綿,めん,cotton,文章,ぶんしょう,"writing, prose"
湿っぽい,しめっぽい,"damp, gloomy",責任,せきにん,"responsibility, liability",維持,いじ,"maintenance, upkeep",章,しょう,chapter
円高,えんだか,appreciation of the yen,辞める,やめる,"resign, retire",偉大,いだい,"great, mighty",地獄,じごく,"hell, inferno"
インフレーション,インフレーション,inflation,通勤,つうきん,"commuting, commutation",発明,はつめい,invention,狙う,ねらう,"aim, be after"
最適,さいてき,optimum,命令,めいれい,"command, order",刀,かたな,"sword, blade",猿,さる,"monkey, ape"
客観的,きゃっかんてき,objective,成績,せいせき,"results, record",矢印,やじるし,arrow,猫,ねこ,"cat, feline"
主観的,しゅかんてき,subjective,まあまあ,まあまあ,"OK, not bad, average",水平,すいへい,"horizontal, level",狂う,くるう,"become insane, get out of order"
市内,しない,in the city,情報,じょうほう,information,端,はし,"end, edge",奨学金,しょうがくきん,"scholarship, fellowship"
きらりと,きらりと,sparkle,給料,きゅうりょう,"salary, pay",先端,せんたん,"edge, vanguard",食堂,しょくどう,"dining hall, restaurant"
河口,かこう,"river mouth, estuary",就職,しゅうしょく,finding employment,棒,ぼう,"rod, stick",講堂,こうどう,"lecture hall, auditorium"
ウエスト,ウエスト,the waist,契約,けいやく,"contract, agreement",柄,がら,"pattern, design",墨,すみ,black ink
有限,ゆうげん,"limited, finite",参加,さんか,participation,武士,ぶし,"samurai, warrior",埋める,うめる,"bury, fill up"
衛生的,えいせいてき,"sanitary, hygienic",増加,ぞうか,"increase, gain",詩,し,poetry,埋める,うずめる,"bury, fill in"
一員,いちいん,member,評価,ひょうか,"evaluation, appraisal",詩人,しじん,poet,児童,じどう,"child, juvenile"
グラウンド,グラウンド,sports field,対象,たいしょう,"target, object",着替え,きがえ,change of clothes,古里,ふるさと,"hometown, birthplace"
日米,にちべい,Japan and U.S.,修理,しゅうり,"repair, mending",パイプ,パイプ,pipe,金銭,きんせん,"money, cash"
プロ野球,プロやきゅう,professional baseball,換える,かえる,"exchange, convert",詰める,つめる,"stuff, fill",銭湯,せんとう,"public bath, bathhouse"
青空,あおぞら,blue sky,着替える,きがえる,change clothes,詰まる,つまる,"be stuffed, be stopped up",蹴る,ける,kick
震度,しんど,seismic intensity,備える,そなえる,"provide for, furnish",譲る,ゆずる,"transfer, concede",跳ねる,はねる,"leap, hop, bound"
ぶるぶる,ぶるぶる,shiver,破る,やぶる,"tear, break through, breach",登場,とうじょう,"appearance on stage, appearance",踏む,ふむ,"step on, tread on"
大雪,おおゆき,heavy snow,破れる,やぶれる,"tear, rip open",地方,ちほう,"district, region",踏切,ふみきり,railroad crossing
電線,でんせん,electric wire,立派,りっぱ,"fine, excellent",盛る,もる,"heap up, fill",踊る,おどる,dance
神道,しんとう,Shinto,管理,かんり,"management, administration",謙遜,けんそん,"humility, modesty",踊り,おどり,"dance, dancing"
