W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,W7,W8
少年,boy,頼もしい,dependable,首相,Prime Minister,消極的,reluctant,果たす,fulfill,,,
商人,merchant,単身,simple,べき,should,行き成り,suddenly,去る,leave,,,
承認,Approval,短縮,Short,至る,come to,一目,at a glance,眺める,look at,,,
小説家,Novelist,担当者,Person in charge,される,be,多量,large quantity,見逃す,overlook,,,
少々,A little,たっぷり,Plentiful,学校,school,歴史的,historical,迫る,close in on,,,
衝突,Conflict,多量,large quantity,位置,Location,誠に,truly,露呈する,expose,,,
出張,Business trip,多彩,diverse,非日常,extraordinary,法的,legal,登録する,register,,,
主張,Assignment,他者,others,クラス,Class,そのうえ,In addition,通じる,pass,,,
手段,Means,多種多様,Many and varied,家具,Furniture,操作,Operation,解除する,cancel,,,
主婦,housewife,達成,Achievement,から,From,要求,Demand,泣き出す,begin to cry,,,
主義,principle,達成感,Achievement,間違い,Mistake,飲む,Drink,気がする,I feel,,,
手術,surgery,多数,Many,無意味,Pointless,行動的,active,思える,seem,,,
瞬間,moment,畳む,fold,特別,Special,積極的,aggressive,割る,break,,,
出勤,going to work,立て替える,replace,意見,Opinion,意欲的,ambitious,満ちる,fill,,,
縮小,Reduction,頼り,dependence,我々,We,不安になる,anxious,応じる,respond to,,,
種類,Type,多用,versatile,研究,Research,センスがいい,artistic,下げる,lower,,,
首相,Prime Minister,多様,diverse,出る,Get out,怒りっぽい,bad-tempered,片付ける,put away,,,
首都,Capital,多様化,diversification,この,This,つまらない,boring,救う,save,,,
宿泊,Lodging,多様性,diversity,禁止,Prohibition,勇敢,brave,減る,decrease,,,
出版,Publication,手が空く,available,音量,Volume,落ち着いた,calm,減らす,decrease,,,
主要,Main,手に入れる,on hand,しか,only,慎重,careful,伺う,Ask,,,
出身,Birthplace,手に付かない,out of reach of hands,文学,Literature,カリスマ性がある,charismatic,祈る,Pray,,,
集中,Concentration,手足,hands and feet,時間,Time,かっこいい,cool,頑張る,do your best,,,
集団,Group,手早い,quick,一つ,One,独創的,creative,晒す,expose,,,
集合,Assembly,手帳,handbook,行けない,I can't go,勤勉,diligent,届く,reach,,,
周囲,Surrounding,手書き,handwritten,必ず,Always,のんき,easygoing,踊る,dance,,,
収穫,Harvest,手軽,easy,ながら,while,感情的,emotional,歌う,sing,,,
週間,Weekly,手頃,handy,方,way,活気のある,energetic,気にする,be concerned about,,,
週刊,Weekly,定着,fixed,語る,talk,熱心,enthusiastic,腹を立てる,get angry,,,
宗教,Religion,庭園,garden,学生,student,外向的,extroverted,似合う,suit,,,
週末,Weekend,定員,Capacity,娘,daughter,フレンドリー,friendly,打つ,hit,,,
収入,Income,提示,Presentation,入る,enter,面白い,funny,押さえる,hold down,,,
修理,Repair,定価,List price,運転,Driving,心大きい,generous,結ぶ,tie up,,,
終了,End,低下,lower price,自由,Freedom,勤勉,hard-working,呼び捨てにする,call out to someone,,,
修正,Revision,低価格,Low price,九,nine,誠実,honest,透かす,look through,,,
就職,Employment,低気圧,Low pressure,未開発,Undeveloped,面白い,humorous,透ける,go through,,,
終点,End point,低コスト,Low cost,同じ,Same,優柔不断,indecisive,透く,go through,,,
育つ,Grow up,抵抗感,Resistance,犬,Dog,利口,intelligent,浸かる,soak,,,
袖,sleeve,提供,Provision,選ぶ,choose,内向的,introverted,漬ける,soak,,,
祖父母,grandparents,定年,Retirement,無断,Unauthorized,親切,kind,浸る,soak,,,
底,bottom,手入れ,Care,積もり,Stack,尻が重い,lazy,浸す,soak,,,
速度,speed,停止,Stop,蛇,snake,気分屋,moody,癒す,heal,,,
そっくり,just like,的確,Precise,買う,buy,無邪気,naive,探検する,explore,,,
粗末,rough,適性,suitability,見える,see,腕白,naughty,屈む,stoop,,,
損,loss,手元,on hand,午後,Afternoon,優しい,nice,屈める,bend down,,,
備える,prepare for,店長,store manager,文化,Culture,忍耐強い,patient,屈服する,give in to,,,
尊重,respect,展示,Display,返る,Return,丁寧,polite,屈する,yield,,,
損害,damage,転換,Conversion,現在,Present,静か,quiet,屈折する,refract,,,
尊敬,Respect,点検,Inspection,積極的,Proactive,頼もしい,reliable,退く,retreat,,,
存在,existence,転勤,transfer,では,In,ロマンチック,romantic,退く,retreat,,,
夫々,each,転校,School transfer,である,Is,自己チュー,selfish,退く,retreat,,,
注ぐ,Pouring,天候不順,Unstable weather,上手,I am,まじめ,serious,退ける,retreat,,,
組織,Organization,転校生,Transfer student,担う,play a role,恥ずかしい,shy,許す,Allow,,,
装置,Device,添付,Attachment,出す,Get it out,たわいない,silly,酔う,Get drunk,,,
早朝,Early morning,手作業,Manual work,わかる,understand,賢い,smart,寄る,cause,,,
掃除機,Vacuum cleaner,訂正,Correction,きっと,I'm sure.,社交的,social,因る,cause,,,
騒音,Noise,転職,Changing jobs,明日,tomorrow,強い,strong,喜ぶ,rejoice,,,
操作,Operation,天才,genius,って,and,おろか,stupid,呼ぶ,call,,,
早退,Leave early,手数料,Fees,個人,Individual,血あり涙あり,sympathetic,雇う,hire,,,
相当,Considerable,手続き,procedure,ので,so,思いやりのある,thoughtful,痩せる,lose weight,,,
相続,Inheritance,飛び散る,fly around,他,other,物分かりのいい,understanding,やる,do,,,
想像,imagination,飛び回る,fly around,居る,be (animate),飛び込む,jump in,止める,stop,,,
そっと:,Gently:,乏しい,scarce,板,board,跳ね込む,leap into the air,辞める,quit,,,
巣,Nest,問い合わせ,inquire,決して,Never,走り込む,run into,求める,Seek,,,
全て,All,問い合わせる,inquire,しかし,But,泳ぎ込む,swim in,向ける,Aim at,,,
末,end,閉じこもる,shut oneself away,冬,Winter,駆け込む,run in,向く,Turn to,,,
姿,form,問いかける,inquire,でしょうか,Is it?,彷徨い込む,wander in,向く,face,,,
筋,line,溶かす,dissolve,先生,teacher,迷い込む,go astray,向かう,face,,,
過ごす,spend,特効薬,special effects,持ち続ける,Keep it,逃げ込む,Run in,繋ぐ,connect,,,
優れる,excel,特色,special color,教室,Classroom,倒れ込む,Fall in,含める,include,,,
水準,level,特殊,Special,電話,Phone,座り込む,sit down,含む,include,,,
睡眠,sleep,特集,Special Feature,是非,By all means,運び込む,carry in,諦める,give up,,,
推薦,Recommend,特定,Specific,現在,Current,投げ込む,throw in,飽きる,get tired of,,,
救う,Save,得点,Score,決定,Decision,放り込む,toss in,遣う,use,,,
済ませる,Get it done,共働き,Co-workers,なぜか,Why,打ち込む,throw into,出てくる,come out of,,,
鋭い,Sharp,伴う,Accompanying,夏休み,Summer vacation,撃ち込む,shoot into,恵まれる,be blessed with,,,
進める,Promote,遠回り,detour,行う,Do,振り込む,swing in,凌ぐ,get over,,,
勧める,recommend,取扱,handling,中,During,蹴り込む,kick in,であることで,by being,,,
素敵,Nice,取り入れる,taking in,悪い,Bad,蹴込む,kick in,次第で,depending on,,,
数字,Numbers,取り組み,efforts,処理,Process,流し込む,flow in,次第だ,depends on,,,
束,bundle,取り込む,taking in,絶対に,Absolutely,流れ込む,flow into,と逆に,against,,,
旅,Journey,取り消し,cancel,よう,Need,雪崩れ込む,avalanche,と逆の,against,,,
度々,Again and again,取り組む,tackle,尾,Tail,浚い込む,dredge up,と比べて,compared with,,,
多分,Maybe,取り除く,remove,ではない,Not,攫い込む,kidnap,として,as (in the capacity of),,,
立場,place,取り付く,take back,私,I,掬い込む,scoop up,としては,as for,,,
立上る,get up,取り寄せる,take back,んです,it is that..,捩じ込む,twist into,と違って,unlike,,,
唯,only,都心,city center,輸入,Import,捻じ込む,twist into,と違い,different from,,,
直ちに,immediately,年取る,grow old,考え,My thoughts,捩じり込む,twist into,と違う,different from,,,
互い,each other,年上,older,自分,myself,捻じり込む,twist into,と違った,different from,,,
態度,attitude,整える,get ready,山,Mountain,捻り込む,twist in,と同時に,at the same time,,,
大半,most,整う,set up,慣れました,I'm used to it.,押し込む,push in,と共に,"as well as,",,,
逮捕,arrest,取っ手,handle,見せる,Show,押さえ込む,hold down,と並んで,alongside,,,
体育,Gymnasium,逃亡,escape,休む,Rest,抑え込む,hold down,と並び,along with,,,
体育館,Gymnasium,当分,for the time being,凍結,Freeze,追い込む,drive in,と並ぶ,along with,,,
体重,Weight,逃避,escape,前,Front,呼び込む,bring in,と並行して,parallel to,,,
大会,Competition,統一,Unification,顔,Face,引き込む,pull in,なしで,without,,,
大気,Atmosphere,登場,Appearance,電車,Train,引っ込む,pull in,なしに,without,,,
退屈,Boredom,統計,Statistics,完成,Completion,引っ張り込む,pull in,に当たって,at the time of,,,
体温,Body temperature,陶器,ceramics,元気,Energy,引きずり込む,pull in,に当たり,at the time of,,,
平ら,Flat,登校,Going to school,三,Three,踏み込む,step into,に当たっての,at the time of,,,
大陸,Continent,透明,Transparency,知らせ,news,擦り込む,rub in,に合わせて,in accordance with,,,
体力,Physical strength,登録,Registration,今日,Today,刷り込む,imprint,において,"at, on, in, during",,,
大量,Mass,討論,Discussion,左右,left and right,編み込む,weave,における,"at, on, in, during",,,
大戦,Great War,到達,reach,国,country,縫い込む,sew in,においての,"at, on, in, during",,,
大使,Ambassador,到底,reach,歩き続ける,keep walking,組み込む,incorporate,に応じて,response to,,,
大した,Great,取り上げる,take up,全体,Whole,折り込む,fold in,に応じた,response to,,,
対象,Target,取り掛かる,take up,あの,that,忍び込む,creep in,に応じての,response to,,,
体操,Gymnastics,取り戻す,get back,受け続ける,continue to receive,切れ込む,cut into,に関わらず,regardless of,,,
対する,Against,登山家,mountaineer,道,path,折れ込む,fold in,に関わる,related to,,,
大抵,Mostly,潰す,crush,強い,Strong,食い込む,bite into,に限らず,not limited,,,
太陽,Sun,呟く,murmur,明らか,Obvious,食らい込む,bite into,に限って,in particular to,,,
滞在,Stay,追加,add,夏,Summer,覗き込む,look into,にかけて,when it comes to,,,
宝,Treasure,追求,pursue,にも,Also in,剃り込む,shave,に代わって,instead of,,,
弾,Bullets,追及,pursue,流行,Fad,吹き込む,blow into,に代わり,instead of,,,
貯まる,accumulate,使い分ける,use in different ways,違う,Different,書き込む,write,に代わる,instead of,,,
偶々,accidentally,付け加え,add to,得る,Get,描き込む,draw in,に代わっての,instead of,,,
貯める,save,付け加える,add to,また,Also,描き込む,draw in,に関して,concerning,,,
試し,try,作り上げる,build up,体育,physical education,塗り込む,paint in,に関する,concerning,,,
試す,try,つまずく,stumble,いただける,available,刻み込む,carve,に関しての,concerning,,,
種,seed,積み重なる,pile up,まで,until,鋳込む,cast,に関する限り,as far as..is concerned,,,
単語,Word,積み重ねる,pile up,見る,see,射込む,shoot into,に比べ,compared with,,,
谷,Valley,積む,pile up,文字,character,掻い込む,scrape,に比べて,compared with,,,
単位,Unit,繋がる,connect,くれる,can give,掻き込む,scrape,に加え,in addition to,,,
短気,short temper,努める,strive for,午前,morning,掻っ込む,rake in,に加えて,in addition to,,,
他人,Others,通知,Notification,舌,Tongue,敷き込む,lay out,に際し,at the time of,,,
単なる,merely,通常,Normal,理由,Reason,照り込む,shine into,に際して,at the time of,,,
単に,Simply,通路,Passage,名残,vestiges,送り込む,send in,に際しての,at the time of,,,
誕生,Birth,通信販売,Mail order,至って,extremely,暴れ込む,rampage,に従って,in accordance with,,,
単純,Simple,通用,normal use,極まりない,extreme,躍り込む,leap into,に従い,in accordance with,,,
楽しむ,Enjoy,強火,Strong fire,南,south,申し込む,apply for,にしては,considering that,,,
担当,In charge,強気,Strong,言う,say,払い込む,pay in,に沿って,along,,,
倒す,Beat,強める,strengthen,比較,Comparison,怒鳴り込む,shout at someone,に沿った,along,,,
確かめる,Make sure,強み,strength,赤ちゃん,Baby,殴り込む,strike in,に沿っての,along,,,
多少,Somewhat,打ち明ける,open up,部分,Part,踏み込む,step into,に対して,towards,,,
達する,Reach,打ち合わせ,meeting,緑色,Green,割り込む,barge in,に対する,towards,,,
助ける,Help,内側,inside,責任,Responsibility,連れ込む,bring someone in,に対しての,towards,,,
戦い,Fight,打ち消す,counteract,溝,Groove,誘い込む,invite in,について,about,,,
戦う,Fight,宇宙人,Alien,仕事場,Workplace,招き込む,invite in,についての,about,,,
叩く,beat,動き,Movement,定期,Regular,釣り込む,bring in,につき,per,,,
縦,vertical,浮かぶ,float,悟る,Realization,丸め込む,round up,につれ,accompanied by,,,
立て直す,rebuild,受け入れる,Accept,ちょうど,just,織り込む,weave in,につれて,accompanied by,,,
経つ,go through,受け答え,accept,出す,get out,繰り込む,bring in,にとって,for,,,
便り,convenience,埋め込む,embed,出会う,meet,組み込む,incorporate,に反し,against,,,
頼る,rely on,有無,presence or absence,これ,this,汲み込む,fill with water,に反して,against,,,
提案,suggestion,運が良い,I am lucky,無関心,indifferent,追い込む,drive in,に反する,against,,,
停電,power outage,促す,encourage,読む,read,合わせ込む,bring in,に伴って,along with,,,
程度,degree,うなずく,nod,鑑賞,appreciation,担ぎ込む,carry someone into the room,に伴い,along with,,,
定期,Periodic,運賃,Fare,本来,by nature,入り込む,go into a room,に伴う,along with,,,
抵抗,Resistance,運営,Operation,息子,Son,借り込む,to borrow,には,for (in regard to),,,
停留所,stop,運送,transport,みんな,Everyone,写り込む,appear in,に向かって,towards,,,
停車,stop,占う,predict,向き,orientation,映り込む,appear in,に向かって,towards,,,
定食,set meal,売れ行き,sales,結果,Result,乗り込む,get in,に向け,towards,,,
提出,Submit,売り上げ,sales,あなた,You,潜り込む,get into a room,に向けて,towards,,,
手品,magic,売り切れ,sold out,地図,Map,潜り込む,go under,に向けての,towards,,,
敵,enemy,うろうろ,Loitering,決算,Results,絎け込む,go into the blind,にもかかわらず,in spite of,,,
適する,suitable,薄暗い,dim,生まれる,Born,住み込む,live in,に基づいて,based on,,,
適度,Adequate,薄れる,fading,見る,View,泊まり込む,stay,に基づき,based on,,,
適切,Appropriate,雨天,rainy,地区,District,屈み込む,bend over,に基づく,based on,,,
適用,Application,うとうと,Hazy,科学,Science,しゃがみ込む,crouch down,に基づいた,based on,,,
手間,Hassle,うつむく,to be in a daze,やつ,He,へたり込む,crouch down,によって,"due to, depending on, by means of",,,
典型,Typical,移し替える,transfer,承諾,consent,上がり込む,climb into,により,"due to, depending on, by means of",,,
天候,Weather,映る,reflect,割る,Divide,転がり込む,roll in,による,"due to, depending on, by means of",,,
店内,In Store,器,vessel,見直し,review,転げ込む,fall down,によらず,regardless of,,,
天然,Natural,上回る,turn up,白い,white,落ち込む,fall in,によると,according to,,,
徹底,Thoroughness,和風,Japanese style,実際,Actual,悄気げ込む,become disheartened,にわたって,over a period of..,,,
鉄,Iron,わがまま,selfish,今,now,滅入り込む,become depressed,にわたり,over a period of..,,,
手伝い,Helping,分かれる,divide,面食い,Interesting,沈み込む,sink,にわたる,over a period of..,,,
鉄道,Railroad,若々しい,youthful,気が早い,Quick-tempered,沈め込む,sink,にわたっての,over a period of..,,,
哲学,philosophy,湧く,spring up,目,eyes,括れ込む,become constricted,にの上で,on top of,,,
徹夜,all night,枠組み,framework,おめでとう,Congratulations!,窪み込む,depressed,の代わりに,in place of,,,
飛ばす,fly,割り込む,interrupt,無免許,No license,凹み込む,depressed,の代わりの,in place of,,,
土地,land,脇道,side of the road,ニコニコ,Smiling face,差し込む,into,の結果,as a result of,,,
届く,reach,悪者,bad guy,今年,This year,射し込む,shoot into,の際に,at the time of,,,
徒歩,walk,和食,Japanese food,問題,Problem,刺し込む,thrust into,のせいで,because of,,,
問い,question,忘れ去る,Forgetting,一歩,One step,挿し込む,insert,のたびに,every time,,,
閉じる,close,破れる,break,三つ,Three.,突き込む,thrust into,のため,"because of, for",,,
都会,city,敗れる,be defeated,胃,Stomach,突っ込む,plunge into,のために,"because of, for",,,
解ける,unravel,喧しい,noisy,そこで,There,埋まり込む,immerse,のための,"because of, for",,,
時,time,夜勤,night shift,不運,Bad luck,埋もれ込む,immerse,の他に,"besides, other than",,,
解く,unravel,薬品,medicine,舞台,Stage,落とし込む,drop into,の下で,"in, with, under",,,
特徴,Features,役目,role,事件,Incident,入れ込む,into,をおいて,"except, but, other than",,,
得意,specialty,約束事,appointment,嬉しい,Happy,咥え込む,suck in,を介し,"by way of, through",,,
留める,hold,やむを得ない,unavoidable,円,circle,植え込む,plant,を介して,"by way of, through",,,
友,friend,やり甲斐,worth doing,暮れる,Dusk,詰め込む,pack,を介した,"by way of, through",,,
兎に角,in any case,養う,nourish,不完全,Imperfect,積み込む,load up,を介する,"by way of, through",,,
とんでも無い,not at all,安値,low price,蝶,Butterfly,仕舞い込む,put away,を介しての,"by way of, through",,,
通り,pass by,屋台,stall,電子,electron,隠し込む,hide,を中心に,"around, with ~as the center",,,
通り過ぎる,pass through,野党,opposition,湿る,Wet,囲い込む,enclose,を通じ,"through, throughout",,,
通す,pass through,呼びかける,call out,後ろ,behind,埋め込む,embed,を通じて,"through, throughout",,,
虎,tiger,呼び止める,call out,勘弁,forbearance,埋め込む,embed,を通じての,"through, throughout",,,
取れる,To come off,予感,premonition,出産,birth,切り込む,cut into,を通し,"through, via",,,
取上げる,take away,欲求,desire,七,seven,抉り込む,gouge,を通して,"through, via",,,
都市,city,欲張り,desire,入学,Entrance,注ぎ込む,Pour in,を通した,"through, via",,,
年月,year and month,欲張る,desire,必然的,inevitable,注ぎ込む,infuse,を通しての,"through, via",,,
年寄,Year,読み込む,to read,そう,yes,写し込む,project,を除いて,"excluding, except (for), but",,,
図書,Books,読み手,reader,言い続ける,keep saying,映し込む,project,を除き,"excluding, except (for), but",,,
突然,Suddenly,読み取る,read,立ち続ける,keep standing,覆い込む,cover,を除く,"excluding, except (for), but",,,
党,Party,よっぽど,very much,一等,first class,被せ込む,cover with,を除いた,"excluding, except (for), but",,,
塔,tower,寄り道,stop by,チェック,Check,包み込む,envelop,をはじめ,starting with,,,
答案,answer,夜型,late at night,大半,Most,話し込む,talk into,をはじめとして,starting with,,,
到着,Arrival,夜遅く,Late at night,天気,Weather,語り込む,talk into,をはじめとする,starting with,,,
投票,Voting,予選,preliminary,未完成,Unfinished,喋り込む,talk,をはじめとした,starting with,,,
当日,On the day,寄せる,drop by,手,Hand,談じ込む,talk with,を経て,"by way of , via , through",,,
当然,Naturally,予定表,Schedule,貴族,Aristocrat,聞き込む,listen in,を目指し,"aiming at, heading for, towards",,,
登山,Climbing,幼稚,Kindergarten,安い,Cheap,しゃがみ込む,crouch,を目指して,"aiming at, heading for, towards",,,
翼,Wings,幼稚園,Kindergarten,米,rice,眠り込む,fall asleep,を目指した,"aiming at, heading for, towards",,,
土,soil,用具,supplies,例えば,For example,寝込む,fall asleep,を目指しての,"aiming at, heading for, towards",,,
次々,one after another,用品,supplies,いい,Good,咳込む,cough,をもって,"with, by means of, using, as of",,,
遂に,finally,要因,Factors,社会党,Socialist Party,急き込む,Rushing,を基に,based on,,,
捕まる,catch,要件,requirements,賢い,Smart.,黙り込む,become silent,を基にして,based on,,,
掴む,grab,用件,requirements,考え,Think,塞ぎ込む,become depressed,を基にした,based on,,,
疲れ,get tired,容量,Capacity,聞く,Listen.,沈み込む,become depressed,を基にしての,based on,,,
付合い,socialize,養成,training,雨降り,It's raining.,弱り込む,weaken,ばかり,only,,,
付き合う,go out with,容姿,appearance,転じる,turn,老い込む,grow old,だけ,only,,,
就く,attend,要旨,Abstract,頂く,receive,老け込む,grow old,ばかりでなく,not only,,,
詰める,pack,様式,style,血液,blood,禿げ込む,become bald,だけでなく,not only,,,
罪,sin,要所,essentials,女中,maid,散り込む,become distracted,でも,"even, even if",,,
積もる,pile up,要するに,essentials,現れ,Appearance,舞い込む,Fall in,でもいい,it is alright if,,,
繋ぐ,connect,用途,purpose,解決,Solution,やつれ込む,become gaunt,ほど,as much as,,,
常に,always,弱気,Weakness,冷戦,Cold War,めかし込む,dress up,上,from the standpoint of,,,
角,corner,弱まる,weakening,成人,Adult,洒落込む,become fashionable,臭い,smell of,,,
辛い,painful,弱々しい,feeble,誰,Who?,冷え込む,become cold,みたい,appear to be,,,
連れ,Companion,夜空,night sky,そうだ,Yes,枯れ込む,wither,らしい,looks like,,,
釣,fishing,指差す,Pointing at,年間,Years,錆び込む,become rusty,なしで,"must, have to (obligation)",,,
伝わる,handed down,油断,careless,派,Faction,惚れ込む,fall in love,なんて,such (things) as,,,
勤め,work,行方,direction,送る,Send,困り込む,be troubled,に関する,concerning,,,
包み,wrapping,緩やか,gentle,多少,more or less,思い込む,think,に関して,concerning,,,
通知,notification,ゆったり,relaxed,保ち続ける,keep,考え込む,think,に対する,towards,,,
通学,pass,有害,harmful,川,River,構え込む,preoccupied,に対して,towards,,,
通じる,pass,有限,finite,プリント,Print,気負い込む,feel overwhelmed,について,"concerning, regarding, about",,,
通過,transit,夕日,sunset,気持ち,feeling,決め込む,make up your mind,に気がつく,to take notice,,,
通勤,Commuting,有意義,meaningful,そそぐ,Pouring,見込む,see,に気をつける,to be careful of,,,
通行,Commuting,有人,manned,入院,hospitalization,信じ込む,believe,における,"in, at, on (a specific area)",,,
通信,communication,有給,paid,仲良く,Get along,当て込む,assume,にする,decide on,,,
通訳,Interpreting,有力,influential,使用,Use,使い込む,spend,にとって,from the standpoint of,,,
梅雨,Rainy season,有力者,influential,心を許す,forgive,買い込む,buy,によって,"through, by means of, depending on",,,
続き,Continue,優良,superior,運ぶ,carry,仕込む,stockpile,の代わりに,"instead of, in place of",,,
奪う,steal,優先,Preferred,働き続ける,Keep working,抱え込む,hold on to,のこと,about (little things of),,,
宇宙,Space,郵送,mail,関係ない,I don't care,抱き込む,hold in your arms,の前に,before,,,
動かす,move,憂鬱,depression,分かる,Understand,着込む,wear,の前に,in front of,,,
伺う,Ask,在学,enrolled in school,殴る,I'll hit you.,背負い込む,carry on one's back,の中に,among,,,
受け取る,receive,在籍,enrollment,目下,Below,掃き込む,sweep in,のうち,among,,,
うっかり,inadvertently,材質,Material,無用,useless,洗い込む,wash,のために,because of,,,
浮く,float,残業代,Overtime,ゴール,Goal.,磨き込む,polish,の通り,in the same way as,,,
馬,horse,雑草,Weeds,コーラ,cola,煮込む,boil,の上に,"in addition to, on top of",,,
生まれ,Born,雑談,small talk,少ない,less,炊き込む,cook,のように,like,,,
梅,Plum,ざわざわ,noise,役者,actor,騙し込む,deceive,を基にして,based on,,,
埋める,bury,税関,Customs,締め,end,割り込む,divide,を通して,"through, with",,,
生む,Born,税込,Tax included,越し,over,刈り込む,trim,しか,nothing except,,,
運,luck,全額,full price,それとも,or,削り込む,carve,的,"-like, -ish, -ical, ically",,,
唸る,roar,前半,First half,選手,player,彫り込む,carve,と違って,"unike, differing from",,,
運動会,Field day,全面,Full price,脅迫,blackmail,剃り込む,shave,という,"called, so-called",,,
裏側,back side,全般,General,楽しい,Fun,鍛え込む,train,というよう,such (things) as,,,
羨ましい,envy,前回,Previous,進む,advance,覚え込む,memorize,として,in the capacity of,,,
裏切る,Betrayal,全面的,Full-frontal,長女,Eldest daughter,歌い込む,sing,と共に,along with,,,
売れる,sell,全力,Overall,駐車禁止区域,No Parking Zone,弾き込む,play,だろう,probably,,,
売り切れる,sell out,前提,Premise,また,Also,読み込む,read,かもしれない,might,,,
兎,Rabbit,沿い,Along,自分,Myself,詠み込む,recite,かしら,I wonder,,,
牛,Cow,続行,Continue,妹,younger sister,聴き込む,listen to,かな,I wonder,,,
失う,lose,続出,continue,となると,When it comes to,拭き込む,wipe,なら,if,,,
疑う,doubt,属する,belong to,身震い,I shudder,教え込む,teach,にちがいない,must,,,
撃つ,shoot,続々,continue,パトカー,patrol car,叩き込む,beat into,らしい,It seems,,,
移す,transfer,存分,to the fullest extent,注意,attention,叩き込む,beat into,だと,if,,,
訴える,To raise to attention,増大,increase,気合,spirit,打ち込む,hit into,だったことがある,there are times when,,,
噂,Rumor,増減,Increase/decrease,社長,President,打っ込む,strike in,だったら,"if, when",,,
輪,circle,図表,Chart,自身,himself,頼み込む,ask for a favor,だって,even if,,,
話題,topic,漬け,soaking,待つ,wait,拝み込む,ask for something,だから,"so, since, because",,,
我が家,my home,頭脳,brains,日本経済,Japanese economy,売り込む,sell,間,in between (in approx. space),,,
若者,young people,滑らす,slipping,会う,meet,履き込む,put on,間に,between (in specific space),,,
別れ,parting,図々しい,brazen,着用,Wear,俯き込む,look down,間,all throughout (in entire time),,,
訳,reason,閉まる,close,家,Home,湿気込む,damp,間に,during (in specific time),,,
分ける,divide,閉める,Close,国家,Nation,時化込む,weather,はず,It is expected that,,,
脇,side,締める,Close,番組,Program,絞り込む,narrow down,時,at the time of,,,
湾,bay,新聞,Newspaper,野菜,Vegetables,染み込む,soak in,つもり,intention,,,
笑い,Laughter,死ぬ,Die,交差点,Intersection,滲み込む,soak in,ようだ,it appears that,,,
我々,We,塩,Salt,皿,Plate,締め込む,tighten,んだ,"it is that,",,,
割,discount,白い,White,異常,Abnormality,綴じ込む,bind together,ので,"since, because",,,
割引,discount,知る,Know,向き,Direction,焦れ込む,scorch,のに,inspite of,,,
割る,divide,下,under,先生,Teacher,吸い込む,absorb,のうちに,"while, during",,,
悪口,Bad language,質問,Question,代理,substitute,漉き込む,strain,によって,"according to, due to, by means of",,,
僅か,little,静か,Quiet,切る,cut,啜り込む,sip,による,"according to, due to, by means of",,,
破る,break,食堂,Cafeteria,気が進まない,reluctant,滑り込む,slip into,によると,"according to, due to, by means of",,,
家賃,rent,醤油,Soy sauce,家庭,family,ずれ込む,slide in,によるば,according to,,,
宿,inn,宿題,Homework,品,products,攻め込む,attack,抜きで,without,,,
矢張り,as usual,側,side,香り,fragrance,負け込む,be defeated,は抜きにして,"excluding, stopping, quitting",,,
夜間,during the night,空,Empty,苦労,Hardship,カチコむ,be in a tight spot,あげく,after much,,,
厄介,trouble,外,outside,キット,Kit,たくし込む,wrestle,あての,comprised of,,,
役,work,掃除,Cleaning,認める,acknowledge,がめ込む,be cornered,あと,after,,,
約,about,すぐ,Soon,差し支える,hindrance,がめくり込む,march into a corner,あとに,afterwards,,,
役立つ,useful,水曜日,Wednesday,など,etc.,蓄え込む,hoard,あとで,afterwards,,,
役割,Role,好き,I like it.,窓,window,貯め込む,stockpile,,,,,
野球,Baseball,少し,Little,長女,eldest daughter,手繰り込む,bring in,,,,,
山登り,Mountain Climbing,少ない,Little,部屋,Room,畳み込む,fold in,,,,,
辞める,Quit,住む,Live,素人,Amateur,建て込む,build in,,,,,
屋根,Roofing,する,Do,打撃,Blow,吊り込む,lift in,,,,,
やり直す,Start over,吸う,smoke,会場,Venue,立て込む,put in,,,,,
雇う,hire,座る,Sit,男の子,boy,食べ込む,eat,,,,,
夜明け,Dawn,涼しい,Cool,そそぐ,Spill,溜め込む,store,,,,,
予防,Prevention,煙草,Tobacco,音,sound,嵌め込む,fit in,,,,,
余分,Extra,食べ物,Food,洞窟,Cave,嵌まり込む,ensnare,,,,,
汚れ,Dirt,食べる,Eat,チェックアウト,Check out,誑し込む,seduce,,,,,
予報,Forecast,多分,Maybe,現行,current,垂れ込む,drip in,,,,,
予期,forecast,大変,very,多少,more or less,漬かり込む,soak into,,,,,
横切る,Crossing,大切,important,中心,Center,漬け込む,soak in,,,,,
横,across,大使館,Embassy,運転免許,Driver's License,浸し込む,immerse,,,,,
翌朝,the next morning,高い,Expensive,学生,Student,浸り込む,soak in,,,,,
翌年,the following year,沢山,A lot.,勤める,Work,のめり込む,soak up,,,,,
嫁,wife,卵,Eggs.,地形,Terrain,減り込む,sink into ,,,,,
読み,read,誕生日,Birthday,とする,with,付け込む,soak,,,,,
夜中,during the night,楽しい,Fun.,ごめん,Sorry,溶かし込む,Blend in,,,,,
世の中,the world,頼む,Please.,向き,orientation,溶き込む,Blend in,,,,,
喜び,Joy,建物,Building,販売,sales,溶け込む,Blend in,,,,,
予算,Budget,立つ,Standing,配給,Distribution,取り込む,take in,,,,,
予測,Forecast,手,Hand,警察,Police,泣き込む,weep into,,,,,
予想,Forecast,手紙,Letter,営業,Sales,握り込む,grab into,,,,,
