W1,R1,T1,W2,R2,T2,W3,R3,T3,W4,R4,T4
見上げる,みあげる,look up,相撲,すもう,sumo,演習,えんしゅう,exercise,強,きょう,strength
今後,こんご,from now on,騒ぎ,さわぎ,fuss,下位,かい,lower level,苦,く,bitter
左右,さゆう,left and right,騒音,そうおん,noise,巻,まき,roll,書,しょ,book
週,しゅう,week,属する,ぞくする,belong to,期末,きまつ,term end,異,い,different
女子,じょし,girls,怠る,おこたる,neglect,喫茶,きっさ,cafe,条,じょう,article
上,じょう,up,態度,たいど,attitude,権,けん,right,寄り,より,close
人間,にんげん,human,滞在,たいざい,stay,雇用,こよう,employment,当,とう,this
人気,にんき,popular,逮捕,たいほ,arrest,児,こ,child,意,い,will
人生,じんせい,life,大抵,たいてい,usually,指示,しじ,instructions,界,かい,kingdom
生える,はえる,grow,大統領,だいとうりょう,president,周,しゅう,circumference,被,ひ,covered
生じる,しょうじる,occurs,第,だい,ordinal numbers,初,はつ,first time,遍,へん,hen
先日,せんじつ,the other day,奪う,うばう,take away,蒸す,むす,steam,亜,あ,sub
大いに,おおいに,much,誕生,たんじょう,birth,造船,ぞうせん,shipbuilding,ずらす,ずらす,shift
大した,たいした,great,知恵,ちえ,wisdom,兆,ちょう,trillion,どきどき,どきどき,pounding
大して,たいして,much,張る,はる,"stretch, stick, paste",内臓,ないぞう,internal organs,ホスト,ホスト,host
大半,たいはん,most,眺める,ながめる,"look at, to view",符号,ふごう,code,川,かわ,river
男子,だんし,boys,通訳,つうやく,interpretation,了,りょう,done,いずれ,いずれ,either
中学,ちゅうがく,junior high school,釣り,つり,fishing,付き,つき,"with, including",おば,おば,aunt
長,ちょう,long,抵抗,ていこう,resistance,埋まる,うずまる,filled up,下,か,under
電子,でんし,electronic,提案,ていあん,suggestion,兆し,きざし,signs,起す,おこす,cause
読書,どくしょ,reading,提出,ていしゅつ,submission,仕掛け,しかけ,device,計,けい,total
年間,ねんかん,yearly,笛,ふえ,whistle,損なう,そこなう,to spoil,図書,としょ,books
年中,ねんじゅう,all year round,哲学,てつがく,philosophy,割り当て,わりあて,allocation,正,せい,positive
半ば,なかば,middle,徹底,てってい,thorough,頼み,たのみ,ask,茶,ちゃ,tea
分ける,わける,divide,徹夜,てつや,all night,明白,めいはく,obvious,田,た,rice field
本人,ほんにん,the person,伝統,でんとう,tradition,忠実,ちゅうじつ,faithful,入口,いりぐち,entrance
本来,ほんらい,originally,投票,とうひょう,vote,悪,あく,evil,売上,うりあげ,earnings
名人,めいじん,master,当然,とうぜん,of course,悪化,あっか,deterioration,終る,おわる,end
友,とも,friend,答案,とうあん,answer,圧倒,あっとう,overwhelming,英和,えいわ,english and japanese
友人,ゆうじん,friend,統計,とうけい,statistics,圧迫,あっぱく,pressure,科,か,family
来,らい,coming,豆,まめ,beans,圧力,あつりょく,pressure,具体,ぐたい,specifically
一生,いっしょう,lifetime,同意,どうい,agree,扱い,あつかい,treatment,合理,ごうり,reasonable
行き,いき,to go,同僚,どうりょう,colleague,暗殺,あんさつ,assassination,留まる,とどまる,stay
年月,としつき,months and years,憧れる,あこがれる,longing for,依然,いぜん,still,曜日,ようび,day of week
食う,くう,eat,道徳,どうとく,moral,委託,いたく,consignment,どこ,どこ,where
見つめる,みつめる,stare,特徴,とくちょう,feature,意図,いと,intention,打合せ,うちあわせ,appointment
分かれる,わかれる,divide,独身,どくしん,single,意地,いじ,messy,もったいない,もったいない,too good to waste
生き生き,いきいき,lively,独特,どくとく,unique,異議,いぎ,objection,ぶつ,ぶつ,butts
生まれ,うまれ,birth,独立,どくりつ,independence,異動,いどう,transfer,菓子,かし,confectionery
何で,なんで,why,虹,にじ,rainbow,異論,いろん,objection,換気,かんき,ventilation
中,ちゅう,during,納得,なっとく,agreement,移行,いこう,migration,間接,かんせつ,indirect.
どうか,どうか,"please, somehow or other",俳優,はいゆう,actor,移住,いじゅう,emigration,共産,きょうさん,communism
学,がく,"learning, scholarship",梅,うめ,plum,移民,いみん,immigrants,御飯,ごはん,rice
あんなに,あんなに,what,博士,はかせ,doctor,衣装,いしょう,costume,状,じょう,state
せっせと,せっせと,with all my might,博物館,はくぶつかん,museum,衣料,いりょう,clothing,全般,ぜんぱん,general
そんなに,そんなに,so much,拍手,はくしゅ,applause,遺跡,いせき,remains,すなわち,すなわち,that is
社,しゃ,company,迫る,せまる,approaching,医院,いいん,clinic,庁,ちょう,agency
みたい,みたい,want to see,縛る,しばる,tied up,育ち,そだち,raised,暮れ,くれ,darkness
間,かん,while,発揮,はっき,demonstrate,一括,いっかつ,bulk,また,また,also
大,だい,big,発展,はってん,development,一切,いっさい,"all, everything",民主,みんしゅ,democracy
生,せい,raw,反抗,はんこう,rebellion,一帯,いったい,"region, zone, whole place",友好,ゆうこう,friendship
後,ご,rear,範囲,はんい,range,一変,いっぺん,complete change,有難い,ありがたい,thank you
名,めい,name,批判,ひはん,criticism,一律,いちりつ,uniform,浴,よく,bath
以前,いぜん,before,批評,ひひょう,criticism,一連,いちれん,"series, chain",領収,りょうしゅう,receipt
以来,いらい,since then,比較,ひかく,comparison,印鑑,いんかん,"stamp, seal",零,れい,zero
意外,いがい,surprisingly,比較的,ひかくてき,relatively,渦,うず,vortex,押える,おさえる,suppress
意思,いし,will,秘密,ひみつ,secret,運営,うんえい,operation,支払,しはらい,payment
一体,いったい,what the hell,微笑む,ほほえむ,smile,運賃,うんちん,fare,ひどい,ひどい,terrible
一方,いっぽう,"on the other hand, the other way",微妙,びみょう,subtle,運搬,うんぱん,transportation,訓,くん,lesson
引用,いんよう,quote,評価,ひょうか,evaluation,運輸,うんゆ,transportation,翌,よく,next day
運,うん,luck,評判,ひょうばん,reputation,運用,うんよう,operation,たま,たま,marble
下がる,さがる,go down,敷く,しく,lay,映像,えいぞう,picture,仰る,おっしゃる,say
家事,かじ,domestic affairs,腐る,くさる,rot,栄える,さかえる,prosper,討つ,うつ,attack
歌手,かしゅ,singer,武器,ぶき,weapon,英雄,えいゆう,hero,素,もと,elementary
花火,はなび,firework,物価,ぶっか,cost of living,衛生,えいせい,hygiene,ごめん,ごめん,sorry
画家,がか,painter,分析,ぶんせき,analysis,沿岸,えんがん,coast,擦る,かする,rub
会員,かいいん,member,雰囲気,ふんいき,atmosphere,沿線,えんせん,along the line,松,まつ,pine
会計,かいけい,total,文句,もんく,complain,演出,えんしゅつ,directing,なる,なる,become
海外,かいがい,overseas,塀,へい,wall,縁,えん,edge,おおよそ,おおよそ,approximately
開始,かいし,start,保存,ほぞん,keep,鉛,なまり,lead,抽象,ちゅうしょう,abstract
学者,がくしゃ,scholar,崩す,くずす,break,応急,おうきゅう,emergency,堀,ほり,moat
学習,がくしゅう,study,妨げる,さまたげる,hinder,黄金,おうごん,golden,締切,しめきり,deadline
学問,がくもん,academic,冒険,ぼうけん,adventure,下痢,げり,diarrhea,徐々に,じょじょに,gradually
楽,らく,easy,幕,まく,curtain,化合,かごう,compound,振舞う,ふるまう,behave
起こる,おこる,occur,魅力,みりょく,charm,化石,かせき,fossil,我,わが,"i, my"
牛,うし,cow,無視,むし,ignore,何より,なにより,more than anything,滑る,ぬめる,slide
去る,さる,leave,無駄,むだ,waste,加工,かこう,processing,器,き,vessel
強力,きょうりょく,powerful,矛盾,むじゅん,contradiction,加入,かにゅう,join,あの,あの,that
見事,みごと,stunning,霧,きり,fog,加味,かみ,addition,斬る,きる,kill
見送る,みおくる,see off,迷惑,めいわく,bothersome,家計,かけい,household budget,しばらく,しばらく,for a while
言わば,いわば,so to speak,免許,めんきょ,driver licence,家畜,かちく,livestock,手頃,てごろ,affordable
後者,こうしゃ,the latter,模様,もよう,pattern,果て,はて,end,ごみ,ごみ,garbage
公正,こうせい,fairness,黙る,だまる,shut up,河川,かせん,river,そのまま,そのまま,as it is
広場,ひろば,square,目標,もくひょう,goal,火星,かせい,mars,ほとんど,ほとんど,largely
行動,こうどう,action,厄介,やっかい,troublesome,花粉,かふん,pollen,さて,さて,now
高度,こうど,altitude,訳す,やくす,translate,荷,に,load,たばこ,たばこ,tobacco
国家,こっか,nation,唯一,ゆいいつ,only,課題,かだい,task,たばこ,たばこ,tobacco
国会,こっかい,diet,優秀,ゆうしゅう,excellence,過ち,あやまち,mistakes,やせる,やせる,"lose weight, become thin"
作家,さっか,writer,誘う,さそう,invite,過疎,かそ,depopulation,おそらく,おそらく,"probably, most likely"
