Sentences,Translation
いつもドライヤーで髪を乾かします。,I always use a hair dryer to dry my hair.
ここで靴を乾かしてもいいです。,You can dry your shoes here.
シャツをハンガーに掛けて乾かさないと、しわになります。,"If you don't hang your shirt on a hanger to dry, it will get wrinkled."
天気のいい日に布団を日に当てて乾かします。,Dry your bedding in the sun on a sunny day.
洗濯物は乾きましたか。いいえ、まだ乾いていません。,"Is the laundry dry? No, it's not dry yet."
そのシャツはすぐ乾くでしょう。,That shirt will be dry soon.
ペンキが乾いていないから、その壁に触らないでください。,Don't touch that wall because the paint hasn't dried yet.
のどが渇いた。,I'm thirsty.
教室が二階から四階に変わりました。,The classroom has changed from the second floor to the fourth floor.
電話番号が変わったことを友達に知らせた。,I let my friends know that my phone number had changed.
席を替わってくれませんか。,Can you change my seat?
都合が悪かったので、バイトをほかの人に代わってもらった。,"It was not convenient for me, so I asked someone else to take my part-time job."
あの人はちょっと変わっている。,That person is a bit strange.
財布にいくら入っているか、お金を数えました。,I counted the money in my wallet to see how much was in it.
冷蔵庫に何本ビールがあるか、数えてください。,Count how many beers are in the refrigerator.
数えきれないほど大勢人がいました。,There were more people than I could count.
これは彼の代表作の一つに数えられている。,This is counted as one of his masterpieces.
日本語はものによって数え方が違います。,The Japanese language has a different way of counting things.
部屋を出る時、電気を消してください。,Please turn off the light when you leave the room.
たばこの火を消すのを忘れないでください。,Don't forget to put out the cigarette.
これは消しゴムで消せません。,You can't put this out with an eraser.
テレビを消してもいいですか。,Can I turn off the TV?
母にゲームのデータを消されてしまった。,My mother has erased my game data.
このライトは自動的に消える。,This light will turn off automatically.
家の前に止めておいた自転車が消えた。,The bicycle I parked in front of my house has gone out.
ろうそくの火が消えそうです。,My candle is about to go out.
パソコンの故障で、データが消えてしまった。,My computer broke down and my data is gone.
薬を飲んでも、歯の痛みは消えなかった。,The toothache didn't go away even after taking the medicine.
もしもし、聞こえますか,"Hello, can you hear me?"
車の音が聞こえます。,I can hear the car.
子供達が遊んでいるのが聞こえた。,I hear children playing.
変に聞こえるかもしれないけれど、本当の話です,"I know it sounds strange, but it's true."
よく聞こえないので、もっと大きい声で話してください。,"I can't hear you very well, so please speak louder."
部屋でラジオを聞きました。,I listened to the radio in my room.
分からなかったら、先生に聞いてください。,"If you don't understand, please ask the teacher."
おまわりさんに道を聞いてみましょう。,Let's ask the policeman for directions.
音楽を聴きながら、コーヒーを飲みました。,We drank coffee while listening to music.
